transaction_id,transaction_at,business_date,processor,venue_area,terminal_id,reference_id,auth_code,tender_type,transaction_type,amount,settlement_status,batch_id,source_file,discrepancy_count,discrepancy_types,recommended_actions
txn-15948,2026-04-03 20:19:41,2026-04-03,Shift4,SEC-302-BAR,TERM-126,INV-S4-107984,AUTH1971,VISA,SALE,24.7,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15949,2026-04-03 20:19:42,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301229,,AMAZON,SALE,79.0,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15950,2026-04-03 20:19:42,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-10,REQ-FP-203151,FP91313,CARD,SALE,227.86,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15951,2026-04-03 20:19:42,2026-04-03,Shift4,MERCH-MAIN,TERM-133,INV-S4-104345,AUTH8308,VISA,SALE,23.59,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15952,2026-04-03 20:19:42,2026-04-03,Shift4,SEC-302-BAR,TERM-122,INV-S4-104553,AUTH6357,VISA,SALE,39.9,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15953,2026-04-03 20:19:43,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-10,REQ-FP-204332,FP98439,CARD,SALE,259.36,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15954,2026-04-03 20:19:43,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-4,SG-ORD-401061,SG41145,MOBILE_PAY,SALE,129.64,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-15955,2026-04-03 20:19:43,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-5,SG-ORD-402941,SG34038,DEBIT,REFUND,233.91,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,1,Refund requires offset review,Match this refund against the original sale and settlement batch.
txn-15956,2026-04-03 20:19:44,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-130,INV-S4-102507,AUTH6560,VISA,SALE,31.41,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15957,2026-04-03 20:19:44,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-111,INV-S4-102560,AUTH8852,VISA,SALE,41.07,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15958,2026-04-03 20:19:44,2026-04-03,Shift4,MERCH-MAIN,TERM-132,INV-S4-110072,AUTH8445,VISA,SALE,26.35,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15959,2026-04-03 20:19:46,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302232,,AMAZON,SALE,42.72,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15960,2026-04-03 20:19:46,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-12,REQ-FP-203221,FP66822,CARD,SALE,491.65,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15961,2026-04-03 20:19:46,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-5,SG-ORD-402956,SG60556,CREDIT,SALE,336.19,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-15962,2026-04-03 20:19:46,2026-04-03,Shift4,SEC-302-BAR,TERM-106,INV-S4-108968,AUTH6134,MC,SALE,42.78,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15963,2026-04-03 20:19:47,2026-04-03,Shift4,SEC-302-BAR,TERM-134,INV-S4-104556,AUTH7350,MC,SALE,28.79,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15964,2026-04-03 20:19:47,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-102,INV-S4-106943,AUTH1575,VISA,SALE,43.59,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15965,2026-04-03 20:19:49,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-134,INV-S4-101441,AUTH2556,VISA,SALE,20.01,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15966,2026-04-03 20:19:50,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-15,REQ-FP-201546,FP20265,CARD,SALE,164.98,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15967,2026-04-03 20:19:50,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-11,T2-500083,T2REF19877,CREDIT,SALE,54.08,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-15968,2026-04-03 20:19:51,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-17,REQ-FP-201177,FP86987,CARD,SALE,490.64,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15969,2026-04-03 20:19:51,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-115,INV-S4-104156,AUTH4643,MC,SALE,32.07,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15970,2026-04-03 20:19:51,2026-04-03,Shift4,MERCH-MAIN,TERM-140,INV-S4-104695,AUTH1571,VISA,SALE,30.64,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15971,2026-04-03 20:19:51,2026-04-03,Shift4,MERCH-MAIN,TERM-138,INV-S4-109903,AUTH8145,VISA,SALE,18.94,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15972,2026-04-03 20:19:51,2026-04-03,Shift4,SEC-302-BAR,TERM-108,INV-S4-110762,AUTH9819,VISA,SALE,13.5,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15973,2026-04-03 20:19:51,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-1,T2-501534,T2REF20412,APP_PAY,SALE,18.15,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-15974,2026-04-03 20:19:52,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300055,,AMAZON,SALE,50.68,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15975,2026-04-03 20:19:52,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302681,,AMAZON,SALE,24.87,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15976,2026-04-03 20:19:52,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-19,REQ-FP-203980,FP69000,CARD,SALE,364.32,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15977,2026-04-03 20:19:52,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-4,T2-501548,T2REF95884,CREDIT,SALE,15.12,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-15978,2026-04-03 20:19:53,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-201922,FP16299,CARD,SALE,499.62,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15979,2026-04-03 20:19:53,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-135,INV-S4-104010,AUTH6846,AMEX,SALE,40.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15980,2026-04-03 20:19:53,2026-04-03,Shift4,SEC-302-BAR,TERM-108,INV-S4-104021,AUTH1584,VISA,SALE,31.02,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15981,2026-04-03 20:19:54,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301074,,AMAZON,SALE,49.24,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15982,2026-04-03 20:19:54,2026-04-03,Shift4,SEC-302-BAR,TERM-142,INV-S4-100442,AUTH1664,MC,SALE,21.49,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15983,2026-04-03 20:19:55,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-101,INV-S4-106082,AUTH5953,VISA,SALE,9.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15984,2026-04-03 20:19:56,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302965,,AMAZON,SALE,62.66,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15985,2026-04-03 20:19:56,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-4,SG-ORD-402861,SG80411,CREDIT,SALE,231.24,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-15986,2026-04-03 20:19:56,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-123,INV-S4-104575,AUTH9433,MC,SALE,28.41,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15987,2026-04-03 20:19:57,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302594,,AMAZON,SALE,44.71,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15988,2026-04-03 20:19:57,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-203149,FP45090,CARD,SALE,245.96,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15989,2026-04-03 20:19:57,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-121,INV-S4-102285,AUTH6594,MC,SALE,14.67,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15990,2026-04-03 20:19:57,2026-04-03,Shift4,SEC-302-BAR,TERM-100,INV-S4-110213,AUTH8126,VISA,SALE,42.87,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15991,2026-04-03 20:19:57,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-8,T2-501117,T2REF95365,APP_PAY,SALE,18.65,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-15992,2026-04-03 20:19:58,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-10,REQ-FP-202020,FP96314,CARD,SALE,250.59,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15993,2026-04-03 20:19:58,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-147,INV-S4-103572,AUTH4149,VISA,SALE,23.23,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15994,2026-04-03 20:19:58,2026-04-03,Tapin2,PREMIUM-LOUNGE-ORDER,T2-KIOSK-9,T2-500212,T2REF92688,COMP,SALE,53.47,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-15995,2026-04-03 20:19:59,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300965,,AMAZON,SALE,77.41,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-15996,2026-04-03 20:19:59,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-16,REQ-FP-201438,FP16642,CARD,SALE,199.31,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15997,2026-04-03 20:19:59,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-114,INV-S4-100579,AUTH2809,MC,SALE,37.05,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-15998,2026-04-03 20:20:00,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-201473,FP39404,CARD,SALE,230.56,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-15999,2026-04-03 20:20:00,2026-04-03,Shift4,MERCH-MAIN,TERM-110,INV-S4-101278,AUTH9895,MC,SALE,20.16,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16000,2026-04-03 20:20:00,2026-04-03,Shift4,MERCH-MAIN,TERM-102,INV-S4-105638,AUTH1250,VISA,SALE,38.36,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16001,2026-04-03 20:20:01,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-12,REQ-FP-201093,FP23911,CARD,SALE,495.05,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16002,2026-04-03 20:20:01,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-19,REQ-FP-204383,FP63557,CARD,SALE,114.46,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16003,2026-04-03 20:20:01,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-6,SG-ORD-402680,SG44437,MOBILE_PAY,SALE,113.71,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16004,2026-04-03 20:20:01,2026-04-03,Shift4,SEC-302-BAR,TERM-140,INV-S4-108961,AUTH9933,VISA,SALE,10.17,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16005,2026-04-03 20:20:02,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-204549,FP38663,CARD,SALE,135.56,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16006,2026-04-03 20:20:02,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-5,SG-ORD-400218,SG56327,DEBIT,SALE,109.71,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16007,2026-04-03 20:20:02,2026-04-03,Shift4,SEC-302-BAR,TERM-130,INV-S4-101375,AUTH9730,VISA,SALE,25.6,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16008,2026-04-03 20:20:02,2026-04-03,Shift4,SEC-302-BAR,TERM-141,INV-S4-101677,AUTH4828,VISA,SALE,38.11,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16009,2026-04-03 20:20:02,2026-04-03,Shift4,MERCH-MAIN,TERM-126,INV-S4-108045,AUTH5967,VISA,SALE,23.93,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16010,2026-04-03 20:20:03,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-19,REQ-FP-200016,,CARD,SALE,130.06,SETTLED,FP-STORE-A,freedompay_settlement.csv,1,Missing auth code,Review processor detail and verify authorization before close.
txn-16011,2026-04-03 20:20:03,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-400291,SG22287,CREDIT,SALE,182.62,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16012,2026-04-03 20:20:05,2026-04-03,Shift4,MERCH-MAIN,TERM-146,INV-S4-100027,AUTH4132,MC,SALE,9.19,OFFLINE_UNSYNCED,BATCH-1,shift4_settlement.csv,1,Unsettled status,Confirm if this is a timing delay or a true settlement failure.
txn-16013,2026-04-03 20:20:05,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-116,INV-S4-101187,AUTH1141,DISC,SALE,42.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16014,2026-04-03 20:20:06,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301625,,AMAZON,SALE,61.96,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16015,2026-04-03 20:20:06,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-101,INV-S4-100845,AUTH5174,VISA,SALE,9.7,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16016,2026-04-03 20:20:06,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-103,INV-S4-102675,AUTH9753,VISA,SALE,10.24,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16017,2026-04-03 20:20:07,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300681,,AMAZON,SALE,55.91,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16018,2026-04-03 20:20:07,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302964,,AMAZON,SALE,51.02,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16019,2026-04-03 20:20:07,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-11,REQ-FP-200043,FP31882,CARD,SALE,117.32,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16020,2026-04-03 20:20:07,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-10,REQ-FP-202981,FP28897,CARD,SALE,412.6,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16021,2026-04-03 20:20:07,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-204032,FP40297,CARD,SALE,125.92,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16022,2026-04-03 20:20:08,2026-04-03,Shift4,SEC-302-BAR,TERM-142,INV-S4-101178,AUTH8884,VISA,SALE,29.84,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16023,2026-04-03 20:20:08,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-112,INV-S4-102315,AUTH5587,VISA,SALE,22.66,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16024,2026-04-03 20:20:08,2026-04-03,Shift4,SEC-302-BAR,TERM-146,INV-S4-104535,AUTH5051,AMEX,SALE,43.93,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16025,2026-04-03 20:20:09,2026-04-03,Shift4,SEC-302-BAR,TERM-106,INV-S4-100491,AUTH6424,VISA,SALE,15.24,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16026,2026-04-03 20:20:09,2026-04-03,Shift4,SEC-302-BAR,TERM-139,INV-S4-102054,AUTH7417,VISA,SALE,29.72,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16027,2026-04-03 20:20:09,2026-04-03,Shift4,MERCH-MAIN,TERM-125,INV-S4-108984,AUTH1873,AMEX,SALE,19.36,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16028,2026-04-03 20:20:10,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300928,,AMAZON,SALE,17.06,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16029,2026-04-03 20:20:10,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302421,,AMAZON,SALE,37.94,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16030,2026-04-03 20:20:10,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302979,,AMAZON,SALE,48.5,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16031,2026-04-03 20:20:11,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-15,REQ-FP-200326,FP30527,CARD,SALE,308.5,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16032,2026-04-03 20:20:11,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-135,INV-S4-104418,AUTH1037,MC,SALE,24.83,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16033,2026-04-03 20:20:11,2026-04-03,Shift4,SEC-302-BAR,TERM-125,INV-S4-105228,AUTH8898,VISA,SALE,12.12,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16034,2026-04-03 20:20:12,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-200299,FP67275,CARD,SALE,182.52,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16035,2026-04-03 20:20:12,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-10,REQ-FP-202049,FP54270,CARD,SALE,440.81,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16036,2026-04-03 20:20:12,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-2,SG-ORD-401964,SG66271,CREDIT,SALE,313.71,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16037,2026-04-03 20:20:13,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-13,REQ-FP-204612,FP83450,CARD,SALE,371.28,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16038,2026-04-03 20:20:13,2026-04-03,Shift4,MERCH-MAIN,TERM-115,INV-S4-108747,AUTH1227,VISA,SALE,37.38,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16039,2026-04-03 20:20:14,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-119,INV-S4-104765,AUTH5466,AMEX,SALE,29.5,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16040,2026-04-03 20:20:14,2026-04-03,Shift4,MERCH-MAIN,TERM-145,INV-S4-105886,AUTH7519,VISA,SALE,22.12,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16041,2026-04-03 20:20:14,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-138,INV-S4-108200,AUTH6249,VISA,SALE,36.57,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16042,2026-04-03 20:20:15,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-11,REQ-FP-204708,FP12172,CARD,SALE,425.18,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16043,2026-04-03 20:20:15,2026-04-03,Shift4,SEC-302-BAR,TERM-138,INV-S4-100350,AUTH1929,VISA,SALE,23.23,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16044,2026-04-03 20:20:16,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-14,REQ-FP-201972,FP21323,CARD,SALE,290.81,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16045,2026-04-03 20:20:16,2026-04-03,Shift4,MERCH-MAIN,TERM-134,INV-S4-100016,AUTH2853,AMEX,SALE,39.67,OFFLINE_UNSYNCED,BATCH-1,shift4_settlement.csv,1,Unsettled status,Confirm if this is a timing delay or a true settlement failure.
txn-16046,2026-04-03 20:20:17,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-200976,FP71666,CARD,SALE,88.7,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16047,2026-04-03 20:20:17,2026-04-03,Shift4,MERCH-MAIN,TERM-148,INV-S4-109143,AUTH4667,VISA,SALE,39.04,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16048,2026-04-03 20:20:18,2026-04-03,Shift4,SEC-302-BAR,TERM-132,INV-S4-102304,AUTH7603,VISA,SALE,23.59,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16049,2026-04-03 20:20:19,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300009,,AMAZON,SALE,16.56,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16050,2026-04-03 20:20:19,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-19,REQ-FP-201288,FP12642,CARD,SALE,67.52,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16051,2026-04-03 20:20:19,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-2,T2-500108,T2REF29193,APP_PAY,SALE,18.14,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-16052,2026-04-03 20:20:20,2026-04-03,Shift4,MERCH-MAIN,TERM-132,INV-S4-103129,AUTH3278,VISA,SALE,31.78,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16053,2026-04-03 20:20:20,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-11,T2-500732,T2REF28997,CREDIT,SALE,50.93,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-16054,2026-04-03 20:20:21,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-201562,FP63802,CARD,SALE,178.48,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16055,2026-04-03 20:20:21,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-6,SG-ORD-401676,SG78179,DEBIT,SALE,45.49,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16056,2026-04-03 20:20:21,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-5,SG-ORD-401912,SG24684,CREDIT,SALE,271.15,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16057,2026-04-03 20:20:21,2026-04-03,Shift4,SEC-302-BAR,TERM-145,INV-S4-109488,AUTH5859,VISA,SALE,13.0,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16058,2026-04-03 20:20:21,2026-04-03,Shift4,SEC-302-BAR,TERM-128,INV-S4-111482,AUTH8194,VISA,SALE,8.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16059,2026-04-03 20:20:22,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-204788,FP43492,CARD,SALE,396.88,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16060,2026-04-03 20:20:22,2026-04-03,Shift4,MERCH-MAIN,TERM-109,INV-S4-110522,AUTH3844,VISA,SALE,17.36,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16061,2026-04-03 20:20:22,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-3,T2-501962,T2REF92221,APP_PAY,SALE,52.18,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-16062,2026-04-03 20:20:23,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-10,REQ-FP-201059,FP68839,CARD,SALE,482.51,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16063,2026-04-03 20:20:23,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-17,REQ-FP-202584,FP38333,CARD,SALE,76.17,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16064,2026-04-03 20:20:23,2026-04-03,Shift4,MERCH-MAIN,TERM-107,INV-S4-104940,AUTH3383,MC,SALE,30.3,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16065,2026-04-03 20:20:23,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-148,INV-S4-111344,AUTH6274,VISA,SALE,34.04,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16066,2026-04-03 20:20:24,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302318,,AMAZON,SALE,50.73,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-16067,2026-04-03 20:20:24,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-11,REQ-FP-202889,FP73373,CARD,SALE,325.98,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16068,2026-04-03 20:20:24,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-145,INV-S4-105541,AUTH7158,VISA,SALE,23.13,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-16069,2026-04-03 20:20:24,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-5,T2-500297,T2REF94869,CREDIT,SALE,55.24,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-16070,2026-04-03 20:20:26,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-16,REQ-FP-203668,FP95702,CARD,SALE,205.44,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-16071,2026-04-03 20:20:26,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-2,SG-ORD-401828,SG46989,DEBIT,SALE,120.25,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-16072,2026-04-03 20:20:26,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-116,INV-S4-105468,AUTH1733,VISA,SALE,8.16,SETTLED,BATCH-1,shift4_settlement.csv,0,,
